state,isin,qty,label,name,issuer,country,instr_type,rating,type,ccy,dirty_price,hc,mv_pre,mv
trac,XS4016745,500000,TRAC,HSBC Holdings 5.125% 2028,HSBC HOLDINGS PLC,GB,Bond,BBB-,Snr Non-Pref,GBP,101.8,0.9,509000,458100
trac,IT3404983,2500000,TRAC,Intesa Sanpaolo 3.750% 2031,INTESA SANPAOLO SPA,IT,MTN,A-,Tier 2,EUR,101.86,0.925,2546500,2355512
trac,US6526997,500000,TRAC,JPMorgan 4.500% 2030,JPMORGAN CHASE & CO,US,MTN,BBB-,Snr Non-Pref,USD,102.73,0.9,513650,462285
trac,IT1984616,500000,TRAC,Intesa Sanpaolo 3.750% 2029,INTESA SANPAOLO SPA,IT,MTN,BBB+,Tier 2,EUR,97.77,0.875,488850,427744
trac,US7182333,2500000,TRAC,Bank of America 5.125% 2028,BANK OF AMERICA CORP,US,MTN,BBB-,Snr Non-Pref,USD,93.08,0.875,2327000,2036125
trac,XS3315696,2500000,TRAC,NatWest Group 4.000% 2031,NATWEST GROUP PLC,GB,FRN,AA-,Snr Unsecured,GBP,106.45,0.875,2661250,2328594
trac,US4676889,250000,TRAC,JPMorgan 5.500% 2028,JPMORGAN CHASE & CO,US,MTN,BBB+,Covered,USD,93.98,0.925,234950,217329
trac,IT2779503,5000000,TRAC,Intesa Sanpaolo 5.500% 2029,INTESA SANPAOLO SPA,IT,FRN,BBB-,Tier 2,EUR,99.45,0.98,4972500,4873050
trac,ES5721797,2500000,TRAC,Iberdrola 3.125% 2033,IBERDROLA SA,ES,FRN,A+,Snr Unsecured,EUR,102.27,0.925,2556750,2364994
trac,FR8190012,1000000,TRAC,BNP Paribas 5.125% 2033,BNP PARIBAS SA,FR,Bond,AA-,Snr Unsecured,EUR,96.69,0.875,966900,846038
