state,isin,qty,label,name,issuer,country,instr_type,rating,type,ccy,dirty_price,hc,mv_pre,mv
trac,NL2024312,5000000,TRAC,ING Groep 3.750% 2034,ING GROEP NV,NL,MTN,A+,Snr Preferred,EUR,102.82,0.875,5141000,4498375
trac,NO3177334,1000000,TRAC,DNB Bank 4.500% 2033,DNB BANK ASA,NO,MTN,AA-,Covered,EUR,102.21,0.925,1022100,945442
trac,US6371045,500000,TRAC,Bank of America 4.000% 2032,BANK OF AMERICA CORP,US,FRN,A-,Tier 2,USD,104.5,0.98,522500,512050
trac,FR8617750,5000000,TRAC,Credit Agricole 4.500% 2031,CREDIT AGRICOLE SA,FR,MTN,AA-,Covered,EUR,102.08,0.95,5104000,4848800
trac,IT9092675,5000000,TRAC,UniCredit 3.750% 2031,UNICREDIT SPA,IT,FRN,BBB-,Tier 2,EUR,103.5,0.9,5175000,4657500
trac,DE6328491,2500000,TRAC,Deutsche Bank 5.125% 2030,DEUTSCHE BANK AG,DE,MTN,A-,Snr Unsecured,EUR,94.37,0.95,2359250,2241288
trac,NL4345887,500000,TRAC,ING Groep 5.125% 2030,ING GROEP NV,NL,Bond,A+,Snr Non-Pref,EUR,106.01,0.9,530050,477045
trac,FR3064434,500000,TRAC,Societe Generale 5.500% 2033,SOCIETE GENERALE SA,FR,FRN,A-,Covered,EUR,93.75,0.95,468750,445312
trac,FR3194835,1000000,TRAC,Credit Agricole 5.500% 2030,CREDIT AGRICOLE SA,FR,FRN,AA-,Snr Preferred,EUR,94.23,0.875,942300,824512
trac,FI8276321,5000000,TRAC,Nordea Bank 4.000% 2029,NORDEA BANK ABP,FI,Bond,A+,Snr Unsecured,EUR,98.8,0.9,4940000,4446000
trac,SE6402783,1000000,TRAC,Handelsbanken 5.500% 2030,SVENSKA HANDELSBANKEN,SE,FRN,BBB,Snr Non-Pref,EUR,97.97,0.85,979700,832745
trac,US9652842,250000,TRAC,Bank of America 3.750% 2033,BANK OF AMERICA CORP,US,FRN,A+,Snr Unsecured,USD,106.16,0.9,265400,238860
trac,FR8590797,1000000,TRAC,Societe Generale 5.500% 2028,SOCIETE GENERALE SA,FR,FRN,BBB,Tier 2,EUR,95.77,0.95,957700,909815
trac,DE9327351,250000,TRAC,Commerzbank 5.125% 2030,COMMERZBANK AG,DE,FRN,AA-,Snr Preferred,EUR,99.72,0.875,249300,218138
trac,US2203025,2500000,TRAC,Bank of America 4.500% 2034,BANK OF AMERICA CORP,US,Bond,BBB-,Snr Unsecured,USD,101.18,0.9,2529500,2276550
trac,XS7830697,250000,TRAC,Barclays 3.125% 2034,BARCLAYS PLC,GB,MTN,A,Snr Non-Pref,GBP,100.7,0.95,251750,239162
trac,SE7468748,500000,TRAC,Handelsbanken 4.500% 2029,SVENSKA HANDELSBANKEN,SE,MTN,BBB+,Snr Preferred,EUR,108.33,0.9,541650,487485
trac,FR7074788,2500000,TRAC,BNP Paribas 4.000% 2028,BNP PARIBAS SA,FR,Bond,BBB-,Snr Preferred,EUR,103.15,0.925,2578750,2385344
trac,IT6338286,500000,TRAC,UniCredit 4.500% 2030,UNICREDIT SPA,IT,MTN,BBB,Snr Unsecured,EUR,95.11,0.925,475550,439884
trac,XS3991597,500000,TRAC,NatWest Group 5.125% 2029,NATWEST GROUP PLC,GB,Bond,AA-,Snr Non-Pref,GBP,100.21,0.9,501050,450945
trac,DE9670622,500000,TRAC,Deutsche Bank 3.750% 2031,DEUTSCHE BANK AG,DE,Bond,AA-,Snr Non-Pref,EUR,101.3,0.925,506500,468512
trac,XS6187842,2500000,TRAC,NatWest Group 4.500% 2033,NATWEST GROUP PLC,GB,MTN,A,Snr Preferred,GBP,91.48,0.98,2287000,2241260
trac,NL2216828,500000,TRAC,ING Groep 5.500% 2028,ING GROEP NV,NL,Bond,BBB+,Snr Non-Pref,EUR,97.22,0.875,486100,425338
trac,XS4016745,500000,TRAC,HSBC Holdings 5.125% 2028,HSBC HOLDINGS PLC,GB,Bond,BBB-,Snr Non-Pref,GBP,99.76,0.9,498800,448920
trac,IT3404983,2500000,TRAC,Intesa Sanpaolo 3.750% 2031,INTESA SANPAOLO SPA,IT,MTN,A-,Tier 2,EUR,102.68,0.925,2567000,2374475
trac,US6526997,500000,TRAC,JPMorgan 4.500% 2030,JPMORGAN CHASE & CO,US,MTN,BBB-,Snr Non-Pref,USD,100.06,0.9,500300,450270
edit,IT1984616,250000,TRAC,Intesa Sanpaolo 3.750% 2029,INTESA SANPAOLO SPA,IT,MTN,BBB+,Tier 2,EUR,99.61,0.875,249025,217897
trac,US7182333,2500000,TRAC,Bank of America 5.125% 2028,BANK OF AMERICA CORP,US,MTN,BBB-,Snr Non-Pref,USD,92.57,0.875,2314250,2024969
trac,XS3315696,2500000,TRAC,NatWest Group 4.000% 2031,NATWEST GROUP PLC,GB,FRN,AA-,Snr Unsecured,GBP,108.68,0.875,2717000,2377375
trac,US4676889,250000,TRAC,JPMorgan 5.500% 2028,JPMORGAN CHASE & CO,US,MTN,BBB+,Covered,USD,92.48,0.925,231200,213860
trac,IT2779503,5000000,TRAC,Intesa Sanpaolo 5.500% 2029,INTESA SANPAOLO SPA,IT,FRN,BBB-,Tier 2,EUR,101.05,0.98,5052500,4951450
trac,ES5721797,2500000,TRAC,Iberdrola 3.125% 2033,IBERDROLA SA,ES,FRN,A+,Snr Unsecured,EUR,103.5,0.925,2587500,2393438
add,FI7128769,2500000,SUB IN,Nordea Bank 4.500% 2034,NORDEA BANK ABP,FI,FRN,A-,Tier 2,EUR,91.18,0.98,2279500,2233910
add,NL1181551,1000000,SUB IN,ING Groep 5.125% 2027,ING GROEP NV,NL,MTN,A-,Covered,EUR,95.92,0.98,959200,940016
add,ES7215840,250000,SUB IN,Iberdrola 4.000% 2033,IBERDROLA SA,ES,MTN,BBB+,Snr Preferred,EUR,91.8,0.9,229500,206550
